,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability.Status,,,,,,Mental.Health,,,,,,,,COVID.Vaccine.and.Long.COVID,,,,,,Society.and.Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health.Insurance,,Food.Security,,,,,,Internet.Security,,,,,,
SCRAM,EST_ST,EST_MSA,REGION,TBIRTH_YEAR,RHISPANIC,RRACE,EEDUC,MS,EGENID_BIRTH,SEXUAL_ORIENTATION_RV,THHLD_NUMPER,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,INCOME,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,RECVDVACC,RVACCDATE,HADCOVIDRV,SYMPTOMS,LONGCOVID,SYMPTMIMPCT,SOCIAL1,SOCIAL2,SUPPORT1,SUPPORT2,SUPPORT3,SUPPORT4_RV,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,PARTINARTS,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,TENURE,LIVQTRRV,RENTCHNG,RENTCUR,MORTCUR,ENERGY,PRIVHLTH,PUBHLTH,EXPNS_DIF,CURFOODSUF,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,HOME_INTERNET,MOBILE_INTERNET,REDUCED_INT1,REDUCED_INT2,REDUCED_INT3,REDUCED_INT4,CANCEL_INTERNET
P090000284,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1947,No,White,Graduate degree,5,2,2,1,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,2,4,5,2,1,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000286,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,5,2,1,3,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,2,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090000288,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1992,No,White,Bachelor's degree,5,1,2,1,0,0,0,0,6,2,1,2,10,2,2,1,1,1,1,1,1,1,1,2,2,4,4,4,6,1,2,2,5,5,5,3,2,2,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000295,Wyoming,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1968,No,White,High school graduate or equivalent,1,2,2,2,0,0,0,0,7,2,1,4,10,2,2,2,2,2,3,1,1,1,1,1,1,4,4,4,6,1,3,1,4,3,1,1,3,4,2,1,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,4,4,2,2,2,2,1,1,2,2,2,2,5
P090000296,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1963,No,White,Graduate degree,1,2,1,2,0,0,0,0,8,2,1,1,10,2,2,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000298,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Some college (but degree not received or is in progress),3,1,2,2,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,2,1,1,2,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000301,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1991,No,Black,Graduate degree,5,1,2,1,0,0,0,0,5,2,1,2,10,1,1,1,1,1,2,2,1,2,2,2,2,4,4,4,6,1,3,2,5,5,5,3,3,1,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,2,3,1,2,2,2,2,1,2,2,2,2,2,5
P090000303,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1977,Yes,Other,Graduate degree,5,1,3,4,1,1,0,0,5,1,1,2,10,3,3,2,2,2,2,1,1,4,4,2,2,1,1,1,1,1,3,1,2,3,1,3,3,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,7,3,2,1,1,2,4,1,2,2,2,2,1,1,2,2,2,2,5
P090000308,Massachusetts,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,Yes,White,Graduate degree,3,1,4,2,0,0,0,0,1,2,2,6,9,4,4,1,1,3,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,3,1,5,1,1,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,5
P090000311,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1968,No,White,Associate's degree,4,1,4,2,0,0,0,0,1,2,2,6,9,4,4,3,2,3,2,1,1,3,3,3,3,4,4,4,6,1,1,1,4,3,1,4,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,6,6,2,3,2,2,1,4,3,1,1,2,2,1,1,2,2,2,2,5
P090000312,Connecticut,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1969,No,White,Graduate degree,1,1,2,5,0,0,0,0,7,2,1,1,10,1,1,1,2,1,1,1,1,2,1,1,1,4,4,4,6,1,2,2,5,5,5,3,4,3,1,2,4,2,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,5
P090000315,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1977,No,White,Bachelor's degree,5,1,2,2,0,0,0,0,5,2,1,2,10,3,3,2,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,3,2,1,2,1,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000329,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1975,Yes,White,Some college (but degree not received or is in progress),3,1,2,1,0,0,0,0,6,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,4,1,4,5,2,2,2,4,3,3,3,3,3,3,3,3,2,6,7,3,1,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,5
P090000335,Delaware,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1978,No,Asian,High school graduate or equivalent,1,1,2,5,0,0,0,0,3,1,2,6,7,2,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,2,2,4,5,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000339,New Mexico,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1979,No,White,Associate's degree,1,2,2,4,2,2,0,0,8,2,2,6,9,4,4,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,1,2,5,5,5,2,4,4,3,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000343,Pennsylvania,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1982,No,White,Some college (but degree not received or is in progress),3,1,2,1,0,0,0,0,6,2,1,3,10,3,3,1,1,1,1,1,1,1,1,2,2,4,4,4,6,1,2,2,5,5,5,3,3,3,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000352,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1961,No,White,High school graduate or equivalent,1,2,2,1,0,0,0,0,1,2,2,6,4,4,4,2,1,2,1,2,1,3,3,2,2,4,4,4,6,2,4,2,5,5,5,3,3,2,1,4,4,2,2,2,4,3,3,3,3,3,3,3,3,3,1,1,1,3,2,2,1,4,3,2,1,2,2,1,1,2,2,2,2,5
P090000357,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1975,No,White,Graduate degree,1,2,2,4,2,2,0,0,6,2,2,6,4,4,4,1,1,2,2,2,1,2,2,1,2,1,1,2,3,1,2,1,3,3,2,2,5,4,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,3,2,1,2,2,2,2,1,1,2,2,2,2,5
P090000361,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1962,No,Asian,Bachelor's degree,1,2,2,2,0,0,0,0,8,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,2,4,5,2,2,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000363,Nevada,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1952,Yes,Other,High school graduate or equivalent,1,1,2,2,0,0,0,0,1,2,2,6,5,4,4,1,1,2,2,1,1,4,2,1,1,4,4,4,6,1,1,2,5,5,5,4,3,3,1,4,1,1,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,2,2,1,3,1,2,2,2,2,2,1,2,2,2,2,5
P090000367,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1953,No,White,Graduate degree,1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,1,2,2,2,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,3,2,4,1,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000371,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1982,No,White,Graduate degree,1,1,2,4,2,2,0,0,8,2,1,4,10,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,2,5,5,5,2,3,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000372,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,4,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000374,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1977,No,White,Graduate degree,1,1,2,4,0,0,0,0,7,2,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,3,4,3,2,2,4,1,1,1,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090000375,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1964,No,White,Graduate degree,2,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,3,1,1,1,3,2,3,1,4,4,4,6,1,3,2,5,5,5,1,4,4,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,4,3,7,3,3,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,5
P090000378,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1957,No,White,Bachelor's degree,3,1,2,1,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,5,5,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,1,3
P090000383,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1993,No,White,Bachelor's degree,5,2,2,2,0,0,0,0,3,2,1,2,10,1,4,1,1,1,2,1,1,2,2,1,1,4,4,4,6,1,1,2,5,5,5,1,4,1,3,1,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,1,1,3,4,1,3,3,1,2,2,2,2,1,1,2,2,2,2,5
P090000388,Arkansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1952,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,2,2,1,1,1,2,2,1,2,4,4,4,6,1,2,2,5,5,5,2,3,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000391,Vermont,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,8,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000393,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1952,No,White,Graduate degree,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,2,1,2,1,1,2,2,1,1,4,4,4,6,1,3,2,5,5,5,2,4,4,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000395,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,High school graduate or equivalent,3,1,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,2,1,4,4,4,6,2,4,2,5,5,5,3,3,2,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,1,1,7,3,4,4,2,1,2,1,2,2,2,2,1,1,1,2,2,2,3
P090000408,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1947,No,Asian,Some college (but degree not received or is in progress),2,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,4,3,1,1,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000419,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1971,No,White,Bachelor's degree,1,2,2,6,0,0,0,0,6,2,1,2,10,3,4,1,1,1,1,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,3,1,1,1,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000423,Indiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1950,No,White,Associate's degree,3,2,2,1,0,0,0,0,3,2,2,6,5,4,4,2,2,2,2,1,1,2,1,2,1,4,4,4,6,1,1,2,5,5,5,3,3,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000426,Maine,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1963,No,White,High school graduate or equivalent,5,1,2,1,0,0,0,0,1,2,2,6,4,4,4,2,2,2,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,4,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,1,3,4,2,1,1,1,2,1,2,2,1,1,2,2,2,2,5
P090000430,Massachusetts,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1950,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,4,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000431,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,5,4,1,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090000432,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1987,No,Black,Some college (but degree not received or is in progress),5,1,3,1,0,0,0,0,4,2,1,2,10,3,3,1,1,2,3,2,2,4,4,3,4,4,4,4,6,1,2,2,5,5,5,4,5,3,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,6,5,1,3,1,1,3,2,2,2,2,2,2,1,1,2,2,2,2,5
P090000445,Connecticut,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,No,White,High school graduate or equivalent,5,2,2,3,0,0,0,0,1,2,2,6,5,4,4,2,2,3,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,3,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,3,6,4,1,3,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090000454,Iowa,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1968,No,White,Some college (but degree not received or is in progress),3,2,3,1,0,0,0,0,4,2,1,3,10,2,2,2,1,2,2,1,1,2,2,2,2,4,4,4,6,1,3,2,5,5,5,3,2,4,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090000460,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1959,No,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,4,2,1,5,10,3,4,1,1,2,1,1,1,2,2,1,1,4,4,4,6,1,2,2,5,5,5,2,5,4,3,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090000490,Connecticut,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1981,No,White,Bachelor's degree,5,2,2,2,0,0,0,0,3,2,1,4,10,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,4,3,3,4,1,1,1,1,3,3,3,3,3,3,3,3,2,5,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000493,New York,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,2004,No,White,Some college (but degree not received or is in progress),5,2,2,1,0,0,0,0,1,2,2,6,1,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,4,2,2,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,6,4,1,3,3,2,2,3,2,2,2,2,2,1,1,2,2,2,2,5
P090000498,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1965,No,Black,Some college (but degree not received or is in progress),4,2,2,1,0,0,0,0,1,2,2,6,4,4,4,2,1,2,2,1,2,1,2,1,1,4,4,4,6,1,1,2,5,5,5,2,3,4,2,1,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,2,2,2,1,2,2,2,1,2,2,2,2,5
P090000499,Arizona,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Graduate degree,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,3,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000501,District of Columbia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1978,Yes,White,Graduate degree,1,1,2,4,2,2,0,0,8,2,1,1,10,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,2,3,3,2,5,3,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090000502,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1972,No,White,Graduate degree,5,2,2,1,0,0,0,0,7,2,1,3,10,3,3,2,1,1,1,1,1,3,3,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,2,2,5,1,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000504,Illinois,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1953,No,White,High school graduate or equivalent,1,2,2,3,0,0,0,0,5,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,3,1,4,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090000505,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1965,No,Black,Some college (but degree not received or is in progress),3,2,2,1,0,0,0,0,1,2,2,6,4,4,4,1,1,2,2,1,2,2,4,3,3,4,4,4,6,1,1,2,5,5,5,4,2,2,2,4,3,2,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090000510,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1956,No,White,Graduate degree,5,2,2,1,0,0,0,0,1,2,2,6,4,4,4,2,2,3,1,1,1,1,1,1,1,4,4,4,6,1,1,1,4,2,2,1,5,4,3,4,5,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,1,1,1,3,2,1,2,2,2,2,1,2,2,2,2,5
P090000519,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1965,No,White,Some college (but degree not received or is in progress),5,2,1,1,0,0,0,0,1,2,2,6,9,4,4,2,3,3,3,2,2,2,4,3,3,4,4,4,6,1,3,2,5,5,5,3,3,1,1,4,1,2,2,2,4,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,4,3,2,1,2,2,1,1,2,1,2,2,3
P090000520,North Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1953,No,White,Some college (but degree not received or is in progress),2,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,3,1,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2
P090000524,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,2004,No,White,Some college (but degree not received or is in progress),5,1,2,4,1,1,0,0,6,2,1,1,10,1,4,1,1,1,1,1,1,1,1,2,2,3,5,5,7,1,3,2,5,5,5,2,2,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000531,Hawaii,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1969,No,White,Some college (but degree not received or is in progress),3,2,2,3,0,0,0,0,5,1,2,6,6,4,4,1,1,2,1,1,1,4,4,3,2,4,4,4,6,1,2,2,5,5,5,3,4,4,1,1,4,1,2,2,2,3,3,3,3,3,3,3,3,2,3,7,3,1,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090000536,Arizona,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1986,No,Other,Graduate degree,5,2,2,2,0,0,0,0,6,2,1,3,10,3,3,1,1,1,1,1,1,2,2,2,2,4,4,4,6,1,3,1,2,3,3,2,4,3,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,6,6,1,3,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090000538,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1947,No,White,High school graduate or equivalent,1,2,2,2,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,4,2,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000544,North Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,1,2,1,1,2,2,1,2,4,4,4,6,1,3,2,5,5,5,2,3,3,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,4,1,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000553,New Jersey,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Associate's degree,1,1,2,2,0,0,0,0,6,2,1,2,10,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,5,5,3,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000557,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,Black,High school graduate or equivalent,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,2,1,2,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,3,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000558,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1964,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,7,2,1,2,10,3,3,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,4,2,2,4,1,1,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000561,Indiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1952,No,White,Associate's degree,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000565,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,4,2,3,1,2,2,2,2,3,3,3,3,3,3,3,3,1,1,7,3,4,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090000570,Iowa,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1953,No,White,High school graduate or equivalent,3,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,1,1,1,1,2,1,1,2,4,4,4,6,1,3,2,5,5,5,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,3,2,1,3,2,2,2,2,2,1,1,2,2,2,2,5
